,name,about,category,ing,score
0,"Fresho Onion, 1 kg",onion vegetable almost like staple indian food also known one essential ingredients raw salads come different colours like white red yellow quite demand cold salads hot soups dice slice cut rings put burgers sandwiches onions emit sharp flavour fragrance fried due sulphur compound vegetable,FRESH VEGETABLES,"Fresho Onion, 1 kg",1
1,"Fresho Onion - Medium, 2 kg",onion fill kitchen thick spicy aroma common base vegetable indian dishes thanks wonderful flavor adds dish,FRESH VEGETABLES,"Fresho Onion - Medium, 2 kg",0
2,"Fresho Onion, 5 kg",onion fill kitchen thick spicy aroma common base vegetable indian dishes thanks wonderful flavor adds dish product image shown representation purpose actually product may vary based season produce availability click delicious vegetable recipes https www bigbasket com flavors collections 227 fresh vegetables,FRESH VEGETABLES,"Fresho Onion, 5 kg",0
3,"Fresho Papaya - Medium, 1 pc 1 kg - 1.5 kg",semi ripe papayas blend sweet buttery consistency sour taste half green half yellow ripe papaya orange flesh black coloured seeds centre forget check delicious fruit recipe https www bigbasket com cookbook recipes 557 raw papaya coconut curry,FRESH FRUITS,"Fresho Papaya - Medium, 1 pc 1 kg - 1.5 kg",2
4,"Fresho Parsley Leaves - Curly, 100 g",mild taste pleasant grassy flavor parsley fresh herb dark green curled leaves resemble coriander leaves decorative ruffled leaves make perfect garnishing option forget check delicious recipe https www bigbasket com cookbook recipes 1946 strawberry quinoa salad,HERBS & SEASONINGS,"Fresho Parsley Leaves - Curly, 100 g",2
5,"Fresho Parsley Leaves - Curly, 250 g",mild taste pleasant grassy flavor parsley fresh herb dark green curled leaves resemble coriander leaves decorative ruffled leaves make perfect garnishing option forget check delicious recipe https www bigbasket com cookbook recipes 1946 strawberry quinoa salad,HERBS & SEASONINGS,"Fresho Parsley Leaves - Curly, 250 g",2
6,"Fresho Pineapple, 1 pc 750-800",shape pine cone fruit loosely fibrous juicy white yellowish flesh edible center part firm leathery sweet forget check delicious fruit recipe https www bigbasket com cookbook recipes 865 american pineapple upside cake egg free,FRESH FRUITS,"Fresho Pineapple, 1 pc 750-800",0
7,"Fresho Pak Choi, 500 g",pak choi chinese celery cabbage crisp leaves stalk flavour somewhat mix mild cabbage spinach,EXOTIC FRUITS & VEGGIES,"Fresho Pak Choi, 500 g",0
8,"Fresho Potato, 1 kg",fresho potatoes nutrient dense non fattening reasonable amount calories include regular meals body receives good supply carbohydrates dietary fibers essential minerals copper magnesium iron india potatoes probably second consumed vegetables onions click delicious vegetable recipes https www bigbasket com flavors collections 227 fresh vegetables,FRESH VEGETABLES,"Fresho Potato, 1 kg",0
9,"Fresho Pumpkin - Green, 1 kg",green pumpkins round slightly ribbed deep green skin flesh creamish light green flat edible seeds pepitas tender mildly sweet forget check delicious recipe https www bigbasket com cookbook recipes 736 pumpkin barfi,FRESH VEGETABLES,"Fresho Pumpkin - Green, 1 kg",2
10,"Fresho Pumpkin - Green, 500 g",green pumpkins round slightly ribbed deep green skin flesh creamish light green flat edible seeds pepitas tender mildly sweet forget check delicious recipe https www bigbasket com cookbook recipes 736 pumpkin barfi,FRESH VEGETABLES,"Fresho Pumpkin - Green, 500 g",2
11,"Fresho Radish - White, 1 kg",radishes root crop crunchy texture sharp spicy hot sweet taste juicy sometimes pungent smell forget check delicious recipe https www bigbasket com cookbook recipes 1197 clear vegetarian soup vegetarian fritter,FRESH VEGETABLES,"Fresho Radish - White, 1 kg",1
12,"Fresho Radish - White, 250 g",radishes root crop crunchy texture sharp spicy hot sweet taste juicy sometimes pungent smell forget check delicious recipe https www bigbasket com cookbook recipes 1197 clear vegetarian soup vegetarian fritter,FRESH VEGETABLES,"Fresho Radish - White, 250 g",1
13,"Fresho Radish - White, 500 g",radishes root crop crunchy texture sharp spicy hot sweet taste juicy sometimes pungent smell forget check delicious recipe https www bigbasket com cookbook recipes 1197 clear vegetarian soup vegetarian fritter,FRESH VEGETABLES,"Fresho Radish - White, 500 g",1
14,"Fresho Banana - Raw Green, 1 kg",green banana unripened yellow banana superior supply fiber minerals vitamins contains starch rich vitamin b6 c fiber potassium performs like fiber starch resistant starch green bananas numerous health benefits product image shown representation purpose actually product may vary based season produce availability click delicious vegetable recipes https www bigbasket com flavors collections 227 fresh vegetables,FRESH FRUITS,"Fresho Banana - Raw Green, 1 kg",5
15,"Fresho Banana - Raw Green, 500 g",raw bananas unripened bananas tough green skin flesh white dense starchy tart flavour selectively pick organically grown raw green bananas best farms forget check delicious fruit recipe https www bigbasket com cookbook recipes 786 raw banana kofta,FRESH FRUITS,"Fresho Banana - Raw Green, 500 g",4
16,"Fresho Banana - Raw Green, 250 g",raw bananas unripened bananas tough green skin flesh white dense starchy tart flavour selectively pick organically grown raw green bananas best farms forget check delicious fruit recipe https www bigbasket com cookbook recipes 786 raw banana kofta,FRESH FRUITS,"Fresho Banana - Raw Green, 250 g",4
17,"Fresho Cabbage - Red, 1 kg",round wrapped purplish red leaf layers flavour peppery bold compared green ones leaves coarser less water content forget check delicious recipe https www bigbasket com cookbook recipes 1561 violet cabbage walnut salad,FRESH VEGETABLES,"Fresho Cabbage - Red, 1 kg",2
18,"Fresho Cabbage - Red, 500 g",round wrapped purplish red leaf layers flavour peppery bold compared green ones leaves coarser less water content forget check delicious recipe https www bigbasket com cookbook recipes 1561 violet cabbage walnut salad,FRESH VEGETABLES,"Fresho Cabbage - Red, 500 g",2
19,"Fresho Capsicum - Red, 500 g",leaving sweet fruity flavour tastebuds red capsicums also known red bell peppers bell shaped medium sized fruit pods thick shiny skin fleshy texture inside red bell peppers ripened sweetest capsicums forget check delicious recipe https www bigbasket com cookbook recipes 2347 pro veg platter greek yogurt dip,FRESH VEGETABLES,"Fresho Capsicum - Red, 500 g",0
20,"Fresho Capsicum - Red, 250 g",leaving sweet fruity flavour tastebuds red capsicums also known red bell peppers bell shaped medium sized fruit pods thick shiny skin fleshy texture inside red bell peppers ripened sweetest capsicums forget check delicious recipe https www bigbasket com cookbook recipes 2347 pro veg platter greek yogurt dip,FRESH VEGETABLES,"Fresho Capsicum - Red, 250 g",0
21,"Fresho Radish - Red, 250 g",pinkish red cylindrical shaped red radishes taper white flesh juicy crispy radishes come tinge spiciness,FRESH VEGETABLES,"Fresho Radish - Red, 250 g",0
22,"Fresho Ridge Gourd, 1 kg",ridge gourds long vegetables ridged dark green skin white spongy flesh contains numerous seeds inside rich fiber prominent indian cooking forget check delicious recipe https www bigbasket com cookbook recipes 1347 narkel diye jhinge ridge gourd subzi coconut,FRESH VEGETABLES,"Fresho Ridge Gourd, 1 kg",2
23,"Fresho Ridge Gourd, 500 g",ridge gourds long vegetables ridged dark green skin white spongy flesh contains numerous seeds inside rich fiber prominent indian cooking forget check delicious recipe https www bigbasket com cookbook recipes 1347 narkel diye jhinge ridge gourd subzi coconut,FRESH VEGETABLES,"Fresho Ridge Gourd, 500 g",2
24,"Fresho Onion - Sambhar, 250 g",also known button onions sambar onions relatively smaller onions mild flavour slightly sweet taste,FRESH VEGETABLES,"Fresho Onion - Sambhar, 250 g",0
25,"Fresho Onion - Sambhar, 500 g",also known button onions sambar onions relatively smaller onions mild flavour slightly sweet taste,FRESH VEGETABLES,"Fresho Onion - Sambhar, 500 g",0
26,"Fresho Sapota, 1 kg",brown skinned sapotas smooth grainy textured musky scented deliciously sweet taste flesh generally contains 2 3 large inedible black seeds fresho sapotas freshly plucked farmers best quality delivered forget check delicious fruit recipe https www bigbasket com cookbook recipes 1232 summer fruit salad,FRESH FRUITS,"Fresho Sapota, 1 kg",1
27,"Fresho Sapota, 500 g",brown skinned sapotas smooth grainy textured musky scented deliciously sweet taste flesh generally contains 2 3 large inedible black seeds fresho sapotas freshly plucked farmers best quality delivered forget check delicious fruit recipe https www bigbasket com cookbook recipes 1232 summer fruit salad,FRESH FRUITS,"Fresho Sapota, 500 g",1
28,"Fresho Snake Gourd, 1 kg",snake gourds true name long curved shape light green speckles waxy green skin firm flesh embedded seeds taste like cucumber slightly bitter taste fruits orange colour ripe pulpy red complete ripening forget check delicious recipe https www bigbasket com cookbook recipes 794 aviall,FRESH VEGETABLES,"Fresho Snake Gourd, 1 kg",2
29,"Fresho Snake Gourd, 500 g",snake gourds true name long curved shape light green speckles waxy green skin firm flesh embedded seeds taste like cucumber slightly bitter taste fruits orange colour ripe pulpy red complete ripening forget check delicious recipe https www bigbasket com cookbook recipes 794 aviall,FRESH VEGETABLES,"Fresho Snake Gourd, 500 g",2
30,"Fresho Snake Gourd, 250 g",snake gourds true name long curved shape light green speckles waxy green skin firm flesh embedded seeds taste like cucumber slightly bitter taste fruits orange colour ripe pulpy red complete ripening forget check delicious recipe https www bigbasket com cookbook recipes 794 aviall,FRESH VEGETABLES,"Fresho Snake Gourd, 250 g",2
31,"Fresho Palak, 1 kg",sweet nutty tangent flavour palaks green leafy vegetables succulent spoon shaped forget check delicious recipe https www bigbasket com cookbook recipes 2235 green detox smoothie,FRESH VEGETABLES,"Fresho Palak, 1 kg",2
32,"Fresho Palak, 500 g",sweet nutty tangent flavour palaks green leafy vegetables succulent spoon shaped forget check delicious recipe https www bigbasket com cookbook recipes 2235 green detox smoothie,FRESH VEGETABLES,"Fresho Palak, 500 g",2
33,"Fresho Sweet Corn / Indian Bhutta, 1 pc",wrapped lime coloured husks silk sweet corn contains numerous yellow succulent kernels starchy doughy consistency skin pops bite forget check delicious recipe https www bigbasket com cookbook recipes 132 sweet corn soup,EXOTIC FRUITS & VEGGIES,"Fresho Sweet Corn / Indian Bhutta, 1 pc",0
34,"Fresho Sweet Corn Grade A, 500 g",fresho brand fresh fruits vegetables individually handpicked everyday experienced technically competent buyers buying storing packaging processes tailored ensure fresh nutrient dense healthy delicious produce reaches doorstep guarantee quality fresho products satisfied freshness items hand back customer experience executive cee full refund,FRESH VEGETABLES,"Fresho Sweet Corn Grade A, 500 g",3
35,"Fresho Mosambi, 6 pcs 800 gm - 1 kg",fresho mosambis best quality handpicked sourced directly farmers anantapur sweet lime mosambi lime like large sized underlying yellow base intense refreshing aroma due essential oils present skin generally tastes sweet occasionally tart sweet forget check delicious fruit recipe href https www bigbasket com cookbook recipes 1847 coconut chia pudding super bowl,FRESH FRUITS,"Fresho Mosambi, 6 pcs 800 gm - 1 kg",1
36,"Fresho Mosambi, 4 pcs 700-900g",fresho mosambis best quality handpicked sourced directly farmers anantapur sweet lime mosambi lime like large sized underlying yellow base intense refreshing aroma due essential oils present skin generally tastes sweet occasionally tart sweet forget check delicious fruit recipe href https www bigbasket com cookbook recipes 1847 coconut chia pudding super bowl https www bigbasket com cookbook recipes 1847 coconut chia pudding super bowl,FRESH FRUITS,"Fresho Mosambi, 4 pcs 700-900g",1
37,"Fresho Sweet Potato, 1 kg",flesh colours ranging white orange yellow sweet potatoes ovate cylindrical golden brown white brown skin delicious sweet flavour white fleshed firm orange fleshed softer forget check delicious recipe https www bigbasket com cookbook recipes 1730 healthy sweet potato rabri,FRESH VEGETABLES,"Fresho Sweet Potato, 1 kg",2
38,"Fresho Sweet Potato, 500 g",flesh colours ranging white orange yellow sweet potatoes ovate cylindrical golden brown white brown skin delicious sweet flavour white fleshed firm orange fleshed softer forget check delicious recipe https www bigbasket com cookbook recipes 1730 healthy sweet potato rabri,FRESH VEGETABLES,"Fresho Sweet Potato, 500 g",2
39,"Fresho Sweet Potato, 250 g",flesh colours ranging white orange yellow sweet potatoes ovate cylindrical golden brown white brown skin delicious sweet flavour white fleshed firm orange fleshed softer forget check delicious recipe https www bigbasket com cookbook recipes 1730 healthy sweet potato rabri,FRESH VEGETABLES,"Fresho Sweet Potato, 250 g",2
40,"Fresho Tapioca, 250 g",starchy mild flavoured tapiocas edible roots grainy textured flesh,FRESH VEGETABLES,"Fresho Tapioca, 250 g",0
41,"Fresho Tapioca, 500 g",starchy mild flavoured tapiocas edible roots grainy textured flesh,FRESH VEGETABLES,"Fresho Tapioca, 500 g",0
42,"Fresho Tomato - Cherry, 250 g",size colour juiciness cherries cherry tomatoes sweeter taste regular varieties pick tomatoes reputed farmers store hygienic conditions maintain freshness forget check delicious recipe https www bigbasket com cookbook recipes 1504 tomato feta omelette,EXOTIC FRUITS & VEGGIES,"Fresho Tomato - Cherry, 250 g",1
43,"Fresho Tomato Hybrid, 2 kg approx. 24 to 25 nos",tomato hybrid delightfully popular flexible food comes numerous different varieties vary shape size color filled 50 helpful antioxidant lycopene offers fruitã â â red color rich moisture minerals vitamins phytonutrients superb supply vitamins c b6 k biotin beta carotene potassium niacin calcium phosphorous iron selenium zinc well many organic acids citric malic acids,FRESH VEGETABLES,"Fresho Tomato Hybrid, 2 kg approx. 24 to 25 nos",2
44,"Fresho Tomato - Hybrid, 1 kg",tomato hybrids high quality fruits compared desi local tomatoes contain numerous edible seeds red colour due lycopene anti oxidant forget check delicious recipe https www bigbasket com cookbook recipes 1465 cheesy tomato disks,FRESH VEGETABLES,"Fresho Tomato - Hybrid, 1 kg",1
45,"Fresho Tomato - Hybrid, 500 g",tomato hybrids high quality fruits compared desi local tomatoes contain numerous edible seeds red colour due lycopene anti oxidant forget check delicious recipe https www bigbasket com cookbook recipes 1465 cheesy tomato disks,FRESH VEGETABLES,"Fresho Tomato - Hybrid, 500 g",1
46,"Fresho Tomato Local Grade A, 2 kg",fresho brand fresh fruits vegetables individually handpicked everyday experienced technically competent buyers buying storing packaging processes tailored ensure fresh nutrient dense healthy delicious produce reaches doorstep guarantee quality fresho products satisfied freshness items hand back customer experience executive cee full refund assortment ripened semi ripened tomatoes last longer,FRESH VEGETABLES,"Fresho Tomato Local Grade A, 2 kg",3
47,"Fresho Tomato - Local, 1 kg",local tomatoes partly sour partly sweet contain many seeds inside edible red colour present tomatoes due lycopene anti oxidant forget check delicious recipe https www bigbasket com cookbook recipes 935 tomato chutney dosa idly,FRESH VEGETABLES,"Fresho Tomato - Local, 1 kg",1
48,"Fresho Tomato - Local, 500 g",local tomatoes partly sour partly sweet contain many seeds inside edible red colour present tomatoes due lycopene anti oxidant forget check delicious recipe https www bigbasket com cookbook recipes 935 tomato chutney dosa idly,FRESH VEGETABLES,"Fresho Tomato - Local, 500 g",1
49,"Fresho Turnip, 500 g",white firm crunchy flesh turnips made edible roots stem leaves starchy succulent sweet peppery flavour forget check delicious recipe https www bigbasket com cookbook recipes 360 shalgam ki subzi,FRESH VEGETABLES,"Fresho Turnip, 500 g",0
50,"Fresho Water Melon - Kiran, 1 pc (2 kg)",fresho brand fresh fruits vegetables individually handpicked everyday experienced technically competent buyers buying storing packaging processes tailored ensure fresh nutrient dense healthy delicious produce reaches doorstep guarantee quality fresho products satisfied freshness items hand back customer experience executive cee full refund,FRESH FRUITS,"Fresho Water Melon - Kiran, 1 pc (2 kg)",3
51,"Fresho Watermelon  - Small, 1 pc 1.7 - 2.5 kg",greenish black smooth dark green surface fresho watermelons globular shape freshly picked directly farmers juicy sweet grainy textured flesh filled 12 14 sugar content making healthy alternative sugary carbonated drinks flesh colour watermelons pink red dark brown black seeds forget check delicious fruit recipe https www bigbasket com cookbook recipes 1181 watermelon mocktail,FRESH FRUITS,"Fresho Watermelon  - Small, 1 pc 1.7 - 2.5 kg",6
52,"Fresho Capsicum - Yellow, 500 g",leaving mild fruity flavour tastebuds yellow capsicums also known yellow bell peppers bell shaped medium sized fruit pods thick shiny skin fleshy texture inside forget check delicious recipe https www bigbasket com cookbook recipes 1404 healthy stir fry,FRESH VEGETABLES,"Fresho Capsicum - Yellow, 500 g",2
53,"Fresho Capsicum - Yellow, 250 g",leaving mild fruity flavour tastebuds yellow capsicums also known yellow bell peppers bell shaped medium sized fruit pods thick shiny skin fleshy texture inside forget check delicious recipe https www bigbasket com cookbook recipes 1404 healthy stir fry,FRESH VEGETABLES,"Fresho Capsicum - Yellow, 250 g",2
54,"Fresho Zucchini - Yellow, 250 g",yellow zucchini long slightly fat vegetable also known squash yellow variant comparatively softer flesh tastes sweeter green one forget check delicious recipe https www bigbasket com cookbook recipes 1404 healthy stir fry,EXOTIC FRUITS & VEGGIES,"Fresho Zucchini - Yellow, 250 g",4
55,"Fresho Zucchini - Yellow, 500 g",yellow zucchini long slightly fat vegetable also known squash yellow variant comparatively softer flesh tastes sweeter green one forget check delicious recipe https www bigbasket com cookbook recipes 1404 healthy stir fry,EXOTIC FRUITS & VEGGIES,"Fresho Zucchini - Yellow, 500 g",4
56,"Daily Bread Bread - Whole Wheat, 400 g Pouch",daily bread makes bread whole wheat nutritious tastier healthier regular white flour bread extremely soft perfectly baked uniformly portioned provide good taste palette whole wheat bread good option trying lose weight planning opt balanced diet daily bread packages breads efficiently avoid contamination loss nutritional values quality pouch tested ensure perfectly suitable consumption,BREADS & BUNS,"Daily Bread Bread - Whole Wheat, 400 g Pouch",5
57,"Daily Bread Bread - Brown, 400 g Pouch",daily bread brown bread soft fresh gluten free brown loaf richly coloured crust sprinkled millet flakes malt flavour nutty texture premium traditional granary bread made significant amounts whole grain flour like wheat rye ingredients rich essential vitamins iron dietary fibres fibre present brown bread takes care digestive system prevents diabetes,BREADS & BUNS,"
            Wheat or rye flour, Salt, Sugar, Water, Yeast, etc.
        ",2
58,"Fresho Strawberry, 200 g",extremely juicy syrupy conical heart shaped fruits seeds skin give unique texture blend sweet tart flavour everyone favourite berries forget check delicious fruit recipe https www bigbasket com cookbook recipes 970 strawberry cheesecake,EXOTIC FRUITS & VEGGIES,"Fresho Strawberry, 200 g",0
59,"Fresho Strawberry, 400 g Box",fresho brand fresh fruits vegetables individually handpicked everyday experienced technically competent buyers buying storing packaging processes tailored ensure fresh nutrient dense healthy delicious produce reaches doorstep guarantee quality fresho products satisfied freshness items hand back customer experience executive cee full refund,FRESH FRUITS,"Fresho Strawberry, 400 g Box",3
60,"Fresho Orange - Nagpur, Regular, 1 kg",freshly picked directly nagpur farms fresho nagpur oranges sweet bursting juice simple peel section treat taste buds mouth watering fruit sweet distinctive flavour forget check delicious fruit recipe https www bigbasket com cookbook recipes 2315 mango orange mint smoothie season oranges coming end may find quality issue quality teams putting efforst give best available lot still encounter quality challenges please let us give necessary credit,FRESH FRUITS,"Fresho Orange - Nagpur, Regular, 1 kg",1
61,"Fresho Orange - Nagpur, Regular, 500 g",freshly picked directly nagpur farms fresho nagpur oranges sweet bursting juice simple peel section treat taste buds mouth watering fruit sweet distinctive flavour forget check delicious fruit recipe https www bigbasket com cookbook recipes 2315 mango orange mint smoothie season oranges coming end may find quality issue quality teams putting efforst give best available lot still encounter quality challenges please let us give necessary credit,FRESH FRUITS,"Fresho Orange - Nagpur, Regular, 500 g",1
62,"Fresho Pomegranate, 6 pcs (approx. 1020 to 1200 g)",pomegranate kesar vibrant soft shiny ruby red skin nutritious antioxidant rich fruit considered super food rich supplier soluble insoluble dietary fibers vitamin k c minerals b complex vitamins b5 b6 product image shown representation purpose actual product may vary based season produce availability click delicious fruit recipes https www bigbasket com flavors collections 228 fresh fruits,FRESH FRUITS,"Fresho Pomegranate, 6 pcs (approx. 1020 to 1200 g)",1
63,"Fresho Pomegranate, 4 pcs (approx. 800 to 880 g)",ruby color intense floral sweet tart flavor pomegranate delivers taste beauty remove skin membranes get delicious fruit nutty seeds fresho pomegranates finely sorted graded deliver best tasting pomegranates forget check delicious fruit recipe https www bigbasket com cookbook recipes 1229 pomegranate cooler,FRESH FRUITS,"Fresho Pomegranate, 4 pcs (approx. 800 to 880 g)",1
